pool,func,minargs,maxargs,type,address,definition
GSC-Function-4f437c0,function_e938380b,0,0,0,sub_00000000033923C0,
GSC-Function-4f437c0,function_945560bf,0,0,0,sub_00000000032D5510,
GSC-Function-4f437c0,function_c285fbd9,0,0,0,sub_00000000032D5530,
GSC-Function-4f437c0,function_377f07c2,0,0,0,sub_00000000032D5550,
GSC-Function-4f437c0,function_7a0dc792,0,0,0,sub_00000000032D55C0,
GSC-Function-4f437c0,reportmtu,1,1,0,sub_000000000336A1B0,
GSC-Function-4f437c0,kick,1,2,0,sub_000000000336A1C0,
GSC-Function-4f437c0,function_c8d461b0,1,2,0,sub_000000000336A230,
GSC-Function-4f437c0,map,1,1,0,sub_0000000003356C50,
GSC-Function-4f437c0,playrumbleonposition,2,2,0,sub_0000000003370630,
GSC-Function-4f437c0,playrumblelooponposition,2,2,0,sub_0000000003370640,
GSC-Function-4f437c0,stopallrumbles,0,0,0,sub_0000000003370650,
GSC-Function-4f437c0,soundexists,1,1,0,sub_00000000032E5F60,
GSC-Function-4f437c0,soundgetplaybacktime,1,1,0,sub_00000000032E6040,
GSC-Function-4f437c0,soundgetalias,1,1,0,sub_00000000032E6080,
GSC-Function-4f437c0,issplitscreen,0,0,0,sub_00000000033706A0,
GSC-Function-4f437c0,islocalgame,0,0,0,sub_00000000033727E0,
GSC-Function-4f437c0,isglobalstatsserver,0,0,0,sub_0000000003372800,
GSC-Function-4f437c0,setminimap,5,5,0,sub_0000000003306FB0,
GSC-Function-4f437c0,setminimapzone,4,4,0,sub_00000000033071E0,
GSC-Function-4f437c0,function_fd82b127,0,0,0,sub_0000000003306DD0,
GSC-Function-4f437c0,setmapcenter,1,1,0,sub_00000000033063C0,
GSC-Function-4f437c0,setdemointermissionpoint,2,2,0,sub_0000000003306460,
GSC-Function-4f437c0,setgameendtime,1,1,0,sub_0000000003306850,
GSC-Function-4f437c0,setslowmotion,1,3,0,sub_00000000033068B0,
GSC-Function-4f437c0,setpauseworld,1,1,0,sub_0000000003306B90,
GSC-Function-4f437c0,isworldpaused,0,0,0,sub_0000000003306CC0,
GSC-Function-4f437c0,numremoteclients,0,0,0,sub_0000000003306CE0,
GSC-Function-4f437c0,visionsetnaked,1,2,0,sub_00000000033494D0,
GSC-Function-4f437c0,visionsetlaststand,1,2,0,sub_000000000334BAB0,
GSC-Function-4f437c0,setgravity,1,1,0,sub_00000000032D8650,
GSC-Function-4f437c0,setwavewatergeneratoramplitude,2,2,0,sub_00000000032D8680,
GSC-Function-4f437c0,getlobbyclientcount,0,0,0,sub_0000000003307F30,
GSC-Function-4f437c0,enablelobbyjoins,1,1,0,sub_0000000003307FD0,
GSC-Function-4f437c0,clientsysregister,1,1,0,sub_000000000330F4B0,
GSC-Function-4f437c0,clientsyssetstate,2,2,0,sub_000000000330F800,
GSC-Function-4f437c0,getsnapshotindexarray,0,0,0,sub_000000000330FBC0,
GSC-Function-4f437c0,snapshotacknowledged,1,1,0,sub_000000000330FCE0,
GSC-Function-4f437c0,getaitriggerflags,0,0,0,sub_0000000003312A50,
GSC-Function-4f437c0,getmaxvehicles,0,0,0,sub_0000000003312AE0,
GSC-Function-4f437c0,disabledestructiblepieces,1,1,0,sub_0000000003312AF0,
GSC-Function-4f437c0,enablealldestructiblepieces,0,0,0,sub_0000000003312B60,
GSC-Function-4f437c0,createdynentandlaunch,5,6,0,sub_0000000003345580,
GSC-Function-4f437c0,getvehicletriggerflags,0,0,0,sub_0000000003312AD0,
GSC-Function-4f437c0,getentnavmaterial,1,1,0,sub_00000000033101B0,
GSC-Function-4f437c0,collisiontestpointsinsphere,3,3,0,sub_000000000332C790,
GSC-Function-4f437c0,collisiontestpointsincylinder,5,5,0,sub_000000000332CF00,
GSC-Function-4f437c0,collisiontestpointsinpill,6,6,0,sub_000000000332D6F0,
GSC-Function-4f437c0,collisiontestpointsincone,6,6,0,sub_000000000332E500,
GSC-Function-4f437c0,collisiontestpointsinbox,7,7,0,sub_000000000333AF40,
GSC-Function-4f437c0,qsortscoredspawnpointsascending,1,1,0,sub_000000000333FFC0,
GSC-Function-4f437c0,matrix4x4transformpoints,2,2,0,sub_0000000003340210,
GSC-Function-4f437c0,enablespawnpointlist,2,2,0,sub_0000000003312CE0,
GSC-Function-4f437c0,disablespawnpointlist,2,2,0,sub_0000000003315700,
GSC-Function-4f437c0,setspawnpointrandomvariation,1,1,0,sub_00000000033158F0,
GSC-Function-4f437c0,clearspawnpoints,0,1,0,sub_00000000033158A0,
GSC-Function-4f437c0,placespawnpoint,1,1,0,sub_0000000003315A10,
GSC-Function-4f437c0,addspawnpoints,2,3,0,sub_0000000003318360,
GSC-Function-4f437c0,getbestspawnpoint,2,6,0,sub_0000000003320400,
GSC-Function-4f437c0,clearspawnpointsbaseweight,1,1,0,sub_0000000003315910,
GSC-Function-4f437c0,setspawnpointsbaseweight,4,4,0,sub_0000000003315960,
GSC-Function-4f437c0,getplayerspawnid,1,1,0,sub_0000000003323980,
GSC-Function-4f437c0,isspawnpointvisible,4,4,0,sub_0000000003323A70,
GSC-Function-4f437c0,getspawnlists,0,0,0,sub_0000000003323970,
GSC-Function-4f437c0,addinfluencer,3,3,0,sub_0000000003326860,
GSC-Function-4f437c0,addentityinfluencer,3,3,0,sub_0000000003326BD0,
GSC-Function-4f437c0,function_a116c91b,3,3,0,sub_00000000033269B0,
GSC-Function-4f437c0,addorientedinfluencer,4,4,0,sub_000000000332B500,
GSC-Function-4f437c0,removeinfluencer,1,1,0,sub_000000000332BDF0,
GSC-Function-4f437c0,removeallinfluencersfromentity,1,1,0,sub_000000000332BED0,
GSC-Function-4f437c0,enableinfluencer,2,2,0,sub_000000000332BF80,
GSC-Function-4f437c0,setinfluencerteammask,2,2,0,sub_000000000332C070,
GSC-Function-4f437c0,setinfluencertimeout,2,2,0,sub_000000000332C130,
GSC-Function-4f437c0,function_8b51d4df,2,2,0,sub_000000000332C430,
GSC-Function-4f437c0,getinfluencertimeoutremaining,1,1,0,sub_000000000332C6B0,
GSC-Function-4f437c0,setdebugsideswitch,1,1,1,sub_000000000332C780,nulled
GSC-Function-4f437c0,getinfluencerpreset,1,1,0,sub_000000000332B670,
GSC-Function-4f437c0,function_2e07e8f9,2,2,0,sub_000000000332B5F0,
GSC-Function-4f437c0,target_set,1,3,0,sub_00000000033DC3F0,
GSC-Function-4f437c0,target_setoffset,1,2,0,sub_00000000033DC9F0,
GSC-Function-4f437c0,target_getoffset,1,1,0,sub_00000000033DBB80,
GSC-Function-4f437c0,target_remove,1,2,0,sub_00000000033DC170,
GSC-Function-4f437c0,target_setshader,2,2,0,sub_00000000033DCAB0,
GSC-Function-4f437c0,target_setoffscreenshader,2,2,0,sub_00000000033DC870,
GSC-Function-4f437c0,target_getorigin,1,2,0,sub_00000000033DBC30,
GSC-Function-4f437c0,target_isinrect,5,6,0,sub_00000000033DBE90,
GSC-Function-4f437c0,target_isincircle,4,6,0,sub_00000000033DBE10,
GSC-Function-4f437c0,target_scaleminmaxradius,4,6,0,sub_00000000033DC200,
GSC-Function-4f437c0,target_originisincircle,4,5,0,sub_00000000033DBFE0,
GSC-Function-4f437c0,target_boundingisunderreticle,3,3,0,sub_00000000033DB800,
GSC-Function-4f437c0,target_startreticlelockon,2,2,0,sub_00000000033DCC30,
GSC-Function-4f437c0,target_clearreticlelockon,0,0,0,sub_00000000033DBAC0,
GSC-Function-4f437c0,target_getarray,0,0,0,sub_00000000033DBB00,
GSC-Function-4f437c0,target_getsubtargets,1,1,0,sub_00000000033DBDA0,
GSC-Function-4f437c0,target_istarget,1,2,0,sub_00000000033DBF50,
GSC-Function-4f437c0,target_setattackmode,2,2,0,sub_00000000033DC710,
GSC-Function-4f437c0,target_setjavelinonly,2,2,0,sub_00000000033DC7E0,
GSC-Function-4f437c0,target_setallowhighsteering,2,2,0,sub_00000000033DC680,
GSC-Function-4f437c0,target_getpotentialsubtargets,1,1,0,sub_00000000033DBD10,
GSC-Function-4f437c0,getfogsettings,0,0,0,sub_00000000033012B0,
GSC-Function-4f437c0,pixmarker,1,1,0,sub_0000000003340800,
GSC-Function-4f437c0,changeadvertisedstatus,1,1,0,sub_0000000003340820,
GSC-Function-4f437c0,function_65469e2e,0,0,0,sub_0000000003340930,
GSC-Function-4f437c0,setqosgamedatapayload,0,7fffffff,0,sub_0000000003340940,
GSC-Function-4f437c0,resetqosgamedatapayload,0,0,0,sub_00000000033434F0,
GSC-Function-4f437c0,incrementcounter,2,2,0,sub_0000000003343630,
GSC-Function-4f437c0,function_63be9c25,1,1,0,sub_0000000003343690,
GSC-Function-4f437c0,function_a2095d15,0,0,0,sub_00000000033436F0,
GSC-Function-4f437c0,sethostmigrationstatus,1,1,0,sub_00000000033443D0,
GSC-Function-4f437c0,starthostmigration,0,0,1,sub_0000000003344610,start host migration
GSC-Function-4f437c0,function_3238d10d,1,1,0,sub_00000000032D7CF0,
GSC-Function-4f437c0,gamerepthresholdexceeded,1,1,0,sub_00000000032D7F80,
GSC-Function-4f437c0,zerogravityvolumeon,1,1,0,sub_00000000032D8550,
GSC-Function-4f437c0,zerogravityvolumeoff,1,1,0,sub_00000000032D85D0,
GSC-Function-4f437c0,getutc,0,0,0,sub_0000000003344630,
GSC-Function-4f437c0,isusingt7melee,0,0,0,sub_00000000033443B0,
GSC-Function-4f437c0,registerskipto,1,1,0,sub_0000000003344980,
GSC-Function-4f437c0,getskiptoname,1,1,0,sub_00000000033449D0,
GSC-Function-4f437c0,getskiptos,0,0,0,sub_0000000003344A30,
GSC-Function-4f437c0,setskiptos,1,2,0,sub_0000000003344C30,
GSC-Function-4f437c0,aiprofile_beginentry,1,1,0,sub_0000000003345110,
GSC-Function-4f437c0,aiprofile_endentry,0,0,0,sub_0000000003345180,
GSC-Function-4f437c0,streamermodelhint,2,2,0,sub_0000000003345B40,
GSC-Function-4f437c0,streamerrequest,1,2,0,sub_0000000003346010,
GSC-Function-4f437c0,cloneandremoveentity,1,1,0,sub_0000000003345190,
GSC-Function-4f437c0,loadsentienteventparameters,1,1,0,sub_00000000033451F0,
GSC-Function-4f437c0,hkaigettimertestpathfindstartpos,0,0,0,sub_00000000032EFE90,
GSC-Function-4f437c0,hkaigettimertestpathfindendpos,0,0,0,sub_00000000032EFFE0,
GSC-Function-4f437c0,hkaisettimertestent,1,1,0,sub_00000000032F00A0,
