pool,func,minargs,maxargs,type,address,definition
GSC-Function-deb19b0,playerbullettrace,3,3,0,BlackOpsColdWar.exe+3ca09d0,
GSC-Function-deb19b0,worldtrace,2,2,0,BlackOpsColdWar.exe+3ca5d10,
GSC-Function-deb19b0,playerpositionvalid,1,1,0,BlackOpsColdWar.exe+3cba910,
GSC-Function-deb19b0,playerpositionvalidignoreent,2,2,0,BlackOpsColdWar.exe+3cbaab0,
GSC-Function-deb19b0,function_b576d3d,2,2,0,BlackOpsColdWar.exe+3cbacb0,
GSC-Function-deb19b0,function_1fb666e0,3,3,0,BlackOpsColdWar.exe+3d37a00,
GSC-Function-deb19b0,getanimtagorigin,3,3,0,BlackOpsColdWar.exe+3cd6530,
GSC-Function-deb19b0,getmovedelta,1,3,0,BlackOpsColdWar.exe+3cd62e0,
GSC-Function-deb19b0,getangledelta,1,3,0,BlackOpsColdWar.exe+3cd6bd0,
GSC-Function-deb19b0,getnorthyaw,0,0,0,BlackOpsColdWar.exe+3cd6db0,
GSC-Function-deb19b0,playfx,2,6,0,BlackOpsColdWar.exe+3cdc9a0,
GSC-Function-deb19b0,playfxontag,3,4,0,BlackOpsColdWar.exe+3cdce40,
GSC-Function-deb19b0,playfxoncamera,2,5,0,BlackOpsColdWar.exe+3cdcc80,
GSC-Function-deb19b0,getwaterheight,1,3,0,BlackOpsColdWar.exe+3cca8d0,
GSC-Function-deb19b0,playloopedfx,3,6,0,BlackOpsColdWar.exe+3cdd600,
GSC-Function-deb19b0,spawnfx,2,4,0,BlackOpsColdWar.exe+3cdd820,
GSC-Function-deb19b0,triggerfx,1,2,0,BlackOpsColdWar.exe+3cdda20,
GSC-Function-deb19b0,fxblocksight,2,2,0,BlackOpsColdWar.exe+3cddc20,
GSC-Function-deb19b0,resetglass,0,0,0,BlackOpsColdWar.exe+3cddcc0,
GSC-Function-deb19b0,playtagfxset,2,2,0,BlackOpsColdWar.exe+3cdc300,
GSC-Function-deb19b0,physicsexplosionsphere,4,6,0,BlackOpsColdWar.exe+3ce8990,
GSC-Function-deb19b0,physicsexplosioncylinder,4,4,0,BlackOpsColdWar.exe+3cf3b10,
GSC-Function-deb19b0,physicsjolt,4,4,0,BlackOpsColdWar.exe+3ceeef0,
GSC-Function-deb19b0,physicsjetthrust,5,5,0,BlackOpsColdWar.exe+3cf3db0,
GSC-Function-deb19b0,createstreamerhint,2,3,0,BlackOpsColdWar.exe+3ce8b90,
GSC-Function-deb19b0,aretexturesloaded,0,0,0,BlackOpsColdWar.exe+3ce8b70,
GSC-Function-deb19b0,setexpfog,6,6,0,BlackOpsColdWar.exe+3cf8b80,
GSC-Function-deb19b0,setvolfog,8,12,0,BlackOpsColdWar.exe+3cf8f00,
GSC-Function-deb19b0,setculldist,1,1,0,BlackOpsColdWar.exe+3cf94c0,
GSC-Function-deb19b0,grenadeexplosioneffect,1,1,0,BlackOpsColdWar.exe+3ccb6d0,
GSC-Function-deb19b0,magicbullet,3,6,0,BlackOpsColdWar.exe+3c6b290,
GSC-Function-deb19b0,function_9bb3676e,3,6,0,BlackOpsColdWar.exe+3c702f0,
GSC-Function-deb19b0,radiusdamage,4,7,0,BlackOpsColdWar.exe+3ccba10,
GSC-Function-deb19b0,setplayerignoreradiusdamage,1,1,0,BlackOpsColdWar.exe+3cd5a00,
GSC-Function-deb19b0,glassradiusdamage,4,5,0,BlackOpsColdWar.exe+3cd09e0,
GSC-Function-deb19b0,getnumparts,1,1,0,BlackOpsColdWar.exe+3d09070,
GSC-Function-deb19b0,getpartname,2,2,0,BlackOpsColdWar.exe+3d090a0,
GSC-Function-deb19b0,earthquake,4,5,0,BlackOpsColdWar.exe+3d13320,
GSC-Function-deb19b0,screenshake,5,d,0,BlackOpsColdWar.exe+3d14160,
GSC-Function-deb19b0,bulletspread,3,3,0,BlackOpsColdWar.exe+3d0e190,
GSC-Function-deb19b0,getattachmentnames,0,0,0,BlackOpsColdWar.exe+3c7c7f0,
GSC-Function-deb19b0,getwatcherweapons,0,0,0,BlackOpsColdWar.exe+3c7c890,
GSC-Function-deb19b0,getretrievableweapons,0,0,0,BlackOpsColdWar.exe+3c7c9e0,
GSC-Function-deb19b0,islaseron,1,1,0,BlackOpsColdWar.exe+3c7caf0,
GSC-Function-deb19b0,isitemrestricted,1,1,0,BlackOpsColdWar.exe+3c7cb30,
GSC-Function-deb19b0,isattachmentrestricted,2,2,0,BlackOpsColdWar.exe+3c7ccc0,
GSC-Function-deb19b0,getequipmentheadobjective,1,1,0,BlackOpsColdWar.exe+3c7cd40,
GSC-Function-deb19b0,getcrateheadobjective,1,1,0,BlackOpsColdWar.exe+3c7cd80,
GSC-Function-deb19b0,function_401e2eeb,1,2,0,BlackOpsColdWar.exe+3c86450,
GSC-Function-deb19b0,function_2717b55f,0,1,0,BlackOpsColdWar.exe+3c5b390,
GSC-Function-deb19b0,function_302bd0b9,0,0,0,BlackOpsColdWar.exe+3c5b4d0,
GSC-Function-deb19b0,function_6a9e36d6,0,0,0,BlackOpsColdWar.exe+3c5b5b0,
GSC-Function-deb19b0,isplayernumber,1,1,0,BlackOpsColdWar.exe+3cf9810,
GSC-Function-deb19b0,setwinningplayer,1,1,0,BlackOpsColdWar.exe+3cf9880,
GSC-Function-deb19b0,setwinningteam,1,1,0,BlackOpsColdWar.exe+3cf9a50,
GSC-Function-deb19b0,announcement,2,7fffffff,0,BlackOpsColdWar.exe+3cf9c10,
GSC-Function-deb19b0,clientannouncement,2,7fffffff,0,BlackOpsColdWar.exe+3cf9d60,
GSC-Function-deb19b0,getteamscore,1,1,0,BlackOpsColdWar.exe+3cf9e60,
GSC-Function-deb19b0,setteamscore,2,2,0,BlackOpsColdWar.exe+3cf9f90,
GSC-Function-deb19b0,function_386196b6,1,1,0,BlackOpsColdWar.exe+3cf9f60,
GSC-Function-deb19b0,function_ed56535,2,2,0,BlackOpsColdWar.exe+3cfa110,
GSC-Function-deb19b0,setclientnamemode,1,1,0,BlackOpsColdWar.exe+3cfa450,
GSC-Function-deb19b0,updateclientnames,0,0,0,BlackOpsColdWar.exe+3cfa610,
GSC-Function-deb19b0,getteamplayersalive,1,1,0,BlackOpsColdWar.exe+3cff300,
GSC-Function-deb19b0,getdroppedweapons,0,0,0,BlackOpsColdWar.exe+3d08eb0,
GSC-Function-deb19b0,worldentnumber,0,0,0,BlackOpsColdWar.exe+3c75200,
GSC-Function-deb19b0,beamlaunch,5,5,0,BlackOpsColdWar.exe+3c75210,
GSC-Function-deb19b0,obituary,4,4,0,BlackOpsColdWar.exe+3c75480,
GSC-Function-deb19b0,function_f887b191,3,4,0,BlackOpsColdWar.exe+3c757c0,
GSC-Function-deb19b0,reviveobituary,1,1,0,BlackOpsColdWar.exe+3c75880,
GSC-Function-deb19b0,adddemobookmark,9,a,0,BlackOpsColdWar.exe+3c7aee0,
GSC-Function-deb19b0,function_f539d880,0,0,0,BlackOpsColdWar.exe+3c7add0,
GSC-Function-deb19b0,stopdemorecording,0,0,0,BlackOpsColdWar.exe+3c7ae60,
GSC-Function-deb19b0,positionwouldtelefrag,1,1,0,BlackOpsColdWar.exe+3c7b350,
GSC-Function-deb19b0,boundswouldtelefrag,2,2,0,BlackOpsColdWar.exe+3c7b4d0,
GSC-Function-deb19b0,recordusedspawnpoint,3,3,0,BlackOpsColdWar.exe+3c7b770,
GSC-Function-deb19b0,testspawnpoint,1,1,0,BlackOpsColdWar.exe+3d24b70,
GSC-Function-deb19b0,getstarttime,0,0,0,BlackOpsColdWar.exe+3c7b7f0,
GSC-Function-deb19b0,map_restart,0,1,0,BlackOpsColdWar.exe+3d24d90,
GSC-Function-deb19b0,missionrestart,0,0,0,BlackOpsColdWar.exe+3d297f0,
GSC-Function-deb19b0,missionfailed,0,0,0,BlackOpsColdWar.exe+3d2e200,
GSC-Function-deb19b0,exitlevel,0,2,0,BlackOpsColdWar.exe+3d3c8e0,
GSC-Function-deb19b0,killserver,0,0,0,BlackOpsColdWar.exe+3d3c9c0,
GSC-Function-deb19b0,addtestclient,0,2,0,BlackOpsColdWar.exe+3d3c9e0,
GSC-Function-deb19b0,setobjectivepointstatus,4,4,0,BlackOpsColdWar.exe+3d3cc00,
GSC-Function-deb19b0,setbombtimer,2,2,0,BlackOpsColdWar.exe+3d3cd90,
GSC-Function-deb19b0,function_4c27be22,1,1,0,BlackOpsColdWar.exe+3d3d110,
GSC-Function-deb19b0,function_8c9923cd,2,2,0,BlackOpsColdWar.exe+3d3d460,
GSC-Function-deb19b0,function_7956da3a,1,1,0,BlackOpsColdWar.exe+3b09490,
GSC-Function-deb19b0,setroundsplayed,1,1,0,BlackOpsColdWar.exe+3b09560,
GSC-Function-deb19b0,setinitialplayersconnected,0,0,0,BlackOpsColdWar.exe+3b095a0,
GSC-Function-deb19b0,setmatchflag,2,2,0,BlackOpsColdWar.exe+3b0a120,
GSC-Function-deb19b0,setmatchtalkflag,2,2,0,BlackOpsColdWar.exe+3b095b0,
GSC-Function-deb19b0,setarchive,ffffffff,ffffffff,0,BlackOpsColdWar.exe+3b56670,
GSC-Function-deb19b0,allclientsprint,1,1,0,BlackOpsColdWar.exe+3b0b180,
GSC-Function-deb19b0,clientprint,2,2,0,BlackOpsColdWar.exe+3b56450,
GSC-Function-deb19b0,mapexists,1,1,0,BlackOpsColdWar.exe+3b0b2d0,
GSC-Function-deb19b0,isvalidgametype,1,1,0,BlackOpsColdWar.exe+3b0b300,
GSC-Function-deb19b0,skillupdate,0,2,0,BlackOpsColdWar.exe+3b56ea0,
GSC-Function-deb19b0,function_ecfc02d0,0,0,0,BlackOpsColdWar.exe+3b6b5d0,
GSC-Function-deb19b0,setteamspyplane,2,2,0,BlackOpsColdWar.exe+3c65870,
GSC-Function-deb19b0,getteamspyplane,1,1,0,BlackOpsColdWar.exe+3c6a800,
GSC-Function-deb19b0,setteamsatellite,2,2,0,BlackOpsColdWar.exe+3c6a900,
GSC-Function-deb19b0,getteamsatellite,1,1,0,BlackOpsColdWar.exe+3c6a970,
GSC-Function-deb19b0,function_e72ac8f4,2,2,0,BlackOpsColdWar.exe+3c6a9a0,
GSC-Function-deb19b0,function_859431a6,1,1,0,BlackOpsColdWar.exe+3c6aa10,
GSC-Function-deb19b0,function_79740c0f,1,1,0,BlackOpsColdWar.exe+3bcfe20,
GSC-Function-deb19b0,getassignedteam,1,1,0,BlackOpsColdWar.exe+3bcfec0,
GSC-Function-deb19b0,getassignedteamname,1,1,0,BlackOpsColdWar.exe+3bd0150,
GSC-Function-deb19b0,function_785ee514,1,1,0,BlackOpsColdWar.exe+3bd02b0,
GSC-Function-deb19b0,getitemattachment,2,2,0,BlackOpsColdWar.exe+3c5a310,
GSC-Function-deb19b0,getitemgroupfromitemindex,1,1,0,BlackOpsColdWar.exe+3bd0cd0,
GSC-Function-deb19b0,getgametypeenumfromname,2,2,0,BlackOpsColdWar.exe+3bd0d20,
GSC-Function-deb19b0,setscoreboardcolumns,5,e,0,BlackOpsColdWar.exe+3ce9620,
GSC-Function-deb19b0,recordnumzombierounds,0,1,0,BlackOpsColdWar.exe+3c6aa40,
GSC-Function-deb19b0,recordgameresult,0,1,0,BlackOpsColdWar.exe+3c6aa80,
GSC-Function-deb19b0,finalizematchrecord,0,0,0,BlackOpsColdWar.exe+3c6ad20,
GSC-Function-deb19b0,function_2b9d6412,0,0,0,BlackOpsColdWar.exe+3c6ad30,
GSC-Function-deb19b0,function_f8d53445,0,0,0,BlackOpsColdWar.exe+3c6ad50,
GSC-Function-deb19b0,matchrecordroundend,0,0,0,BlackOpsColdWar.exe+3c6ae50,
GSC-Function-deb19b0,matchrecordroundstart,0,0,0,BlackOpsColdWar.exe+3c6ae40,
GSC-Function-deb19b0,matchrecordovertimeround,0,0,0,BlackOpsColdWar.exe+3c6ae60,
GSC-Function-deb19b0,gettouchingvolume,3,3,0,BlackOpsColdWar.exe+3b836b0,
GSC-Function-deb19b0,function_1ec73db4,2,3,0,BlackOpsColdWar.exe+3b88670,
GSC-Function-deb19b0,getentitiesinradius,2,3,0,BlackOpsColdWar.exe+3b88840,
GSC-Function-deb19b0,getentities,0,0,0,BlackOpsColdWar.exe+3b8d740,
GSC-Function-deb19b0,function_9d296111,0,1,0,BlackOpsColdWar.exe+3b92600,
GSC-Function-deb19b0,function_b6dd763,2,3,0,BlackOpsColdWar.exe+3b974e0,
GSC-Function-deb19b0,getfirsttouchfraction,4,4,0,BlackOpsColdWar.exe+3b9c470,
GSC-Function-deb19b0,recordmatchsummaryzombieendgamedata,0,4,0,BlackOpsColdWar.exe+3c6ae70,
GSC-Function-deb19b0,matchrecorderincrementheaderstat,0,2,0,BlackOpsColdWar.exe+3c6af60,
GSC-Function-deb19b0,function_a4b196f3,3,3,0,BlackOpsColdWar.exe+3c6afb0,
GSC-Function-deb19b0,function_b091e7c0,2,2,0,BlackOpsColdWar.exe+3c6b0c0,
GSC-Function-deb19b0,function_4d7f69dd,0,0,0,BlackOpsColdWar.exe+3c6b0d0,
GSC-Function-deb19b0,function_74fe50e8,0,0,0,BlackOpsColdWar.exe+3c6b0f0,
GSC-Function-deb19b0,function_4b3a1b7b,0,0,0,BlackOpsColdWar.exe+3c6b100,
GSC-Function-deb19b0,recordzombieroundstart,0,0,0,BlackOpsColdWar.exe+3c6af00,
GSC-Function-deb19b0,recordzombieroundend,0,0,0,BlackOpsColdWar.exe+3c6af30,
GSC-Function-deb19b0,clearplayercorpses,0,0,0,BlackOpsColdWar.exe+3cf9320,
GSC-Function-deb19b0,function_7d6839ae,4,5,0,BlackOpsColdWar.exe+3ce8b00,
GSC-Function-deb19b0,function_2d3f8777,3,4,0,BlackOpsColdWar.exe+3ce8b60,
GSC-Function-deb19b0,function_2fa975e0,5,6,0,BlackOpsColdWar.exe+3ce8e00,
GSC-Function-deb19b0,function_76f27db3,4,5,0,BlackOpsColdWar.exe+3ce8e60,
GSC-Function-deb19b0,function_909b6ab,2,2,0,BlackOpsColdWar.exe+3ce8e70,
GSC-Function-deb19b0,getteamplatoon,1,1,0,BlackOpsColdWar.exe+3ce8ee0,
GSC-Function-deb19b0,function_b37afded,2,2,0,BlackOpsColdWar.exe+3ce8f10,
GSC-Function-deb19b0,function_37d3bfcb,1,1,0,BlackOpsColdWar.exe+3ce9450,
GSC-Function-deb19b0,recordplayerstats,3,3,0,BlackOpsColdWar.exe+3b88730,
GSC-Function-deb19b0,recordplayermatchend,1,1,0,BlackOpsColdWar.exe+3b97470,
GSC-Function-deb19b0,function_2c666d56,3,3,0,BlackOpsColdWar.exe+3b9c3d0,
GSC-Function-deb19b0,recordmatchbegin,0,0,0,BlackOpsColdWar.exe+3b9c760,
GSC-Function-deb19b0,function_7c52f13c,0,0,0,BlackOpsColdWar.exe+3b9c7e0,
GSC-Function-deb19b0,function_9684fab,0,0,0,BlackOpsColdWar.exe+3b9c7f0,
GSC-Function-deb19b0,recordbreadcrumbdataforplayer,1,2,0,BlackOpsColdWar.exe+3b9c810,
GSC-Function-deb19b0,matchrecordnewplayer,1,1,0,BlackOpsColdWar.exe+3bcfc00,
GSC-Function-deb19b0,function_ad11630f,12,12,0,BlackOpsColdWar.exe+3b9c910,
GSC-Function-deb19b0,matchrecordlogadditionaldeathinfo,5,5,0,BlackOpsColdWar.exe+3b9cf50,
GSC-Function-deb19b0,matchrecordlogspecialmovedataforlife,9,e,0,BlackOpsColdWar.exe+3bcef40,
GSC-Function-deb19b0,matchrecordlogchallengecomplete,5,5,0,BlackOpsColdWar.exe+3bcf890,
GSC-Function-deb19b0,matchrecordsetcurrentlevelcomplete,0,0,0,BlackOpsColdWar.exe+3b885d0,
GSC-Function-deb19b0,matchrecordsetleveldifficultyforindex,2,2,0,BlackOpsColdWar.exe+3b88620,
GSC-Function-deb19b0,matchrecordgetweaponindex,1,1,0,BlackOpsColdWar.exe+3b885e0,
GSC-Function-deb19b0,function_f4f6d8a1,0,0,0,BlackOpsColdWar.exe+3c7ad30,
GSC-Function-deb19b0,function_993eba5,0,0,0,BlackOpsColdWar.exe+3b0adf0,
GSC-Function-deb19b0,function_c5c3929,0,1,0,BlackOpsColdWar.exe+3b0aec0,
GSC-Function-deb19b0,setvotestring,1,1,0,BlackOpsColdWar.exe+3b0b340,
GSC-Function-deb19b0,setvotetime,1,1,0,BlackOpsColdWar.exe+3b0b4c0,
GSC-Function-deb19b0,setvoteyescount,1,1,0,BlackOpsColdWar.exe+3b0b5a0,
GSC-Function-deb19b0,setvotenocount,1,1,0,BlackOpsColdWar.exe+3b10750,
GSC-Function-deb19b0,arenagetslot,0,0,0,BlackOpsColdWar.exe+3b83610,
GSC-Function-deb19b0,arenagetcurrentseason,0,0,0,BlackOpsColdWar.exe+3b83630,
GSC-Function-deb19b0,function_654d64ea,0,0,0,BlackOpsColdWar.exe+3b7baa0,
GSC-Function-deb19b0,function_a357a2b8,1,1,0,BlackOpsColdWar.exe+3b834c0,
GSC-Function-deb19b0,function_42e2cd11,0,1,0,BlackOpsColdWar.exe+3b834d0,
GSC-Function-deb19b0,function_e938380b,0,0,0,BlackOpsColdWar.exe+3b7b940,
GSC-Function-deb19b0,function_945560bf,0,0,0,BlackOpsColdWar.exe+3b83650,
GSC-Function-deb19b0,function_c285fbd9,0,0,0,BlackOpsColdWar.exe+3b83670,
GSC-Function-deb19b0,function_377f07c2,0,0,0,BlackOpsColdWar.exe+3b83690,
GSC-Function-deb19b0,function_7a0dc792,0,0,0,BlackOpsColdWar.exe+3b885b0,
GSC-Function-deb19b0,function_feb0a774,0,0,0,BlackOpsColdWar.exe+3b107b0,
GSC-Function-deb19b0,reportmtu,1,1,0,BlackOpsColdWar.exe+3b107d0,
GSC-Function-deb19b0,kick,1,2,0,BlackOpsColdWar.exe+3b107e0,
GSC-Function-deb19b0,ban,1,2,0,BlackOpsColdWar.exe+3b1a220,
GSC-Function-deb19b0,map,1,1,0,BlackOpsColdWar.exe+3d32c50,
GSC-Function-deb19b0,function_17cf7de1,1,1,0,BlackOpsColdWar.exe+3b28680,
GSC-Function-deb19b0,playrumbleonposition,2,2,0,BlackOpsColdWar.exe+3b56920,
GSC-Function-deb19b0,playrumblelooponposition,2,2,0,BlackOpsColdWar.exe+3b56930,
GSC-Function-deb19b0,stopallrumbles,0,0,0,BlackOpsColdWar.exe+3b56940,
