0x5E4A432E	Can't allocate new event handler
0x6A5B9EC5	Can't allocate new event handler (Script)
0xC595F74E	Invalid gsc string type
0x27C292DB	Error when linking gsc script
0x89205B8E	stack overflow
0xD3320372	missing param
0x4C8A3E2A	Invalid param number
0xBE400231	Invalid bundle name
